question,subject,,,,,,,,,,,,,,,
"Which are examples of inherited traits? 
 
 A specific beliefs 
 B fingerprints 
 C memories 
 D nose shape",science,,,,,,,,,,,,,,,
Which are examples of inherited traits?     (A) specific beliefs (B) fingerprints (C) memories (D) nose shape,science,,,,,,,,,,,,,,,
A pencil falls off of a desk. What moves the pencil toward the floor?     (A) mass (B) friction (C) gravity (D) speed,science,,,,,,,,,,,,,,,
"A child rides a wagon down a hill. Eventually, the wagon comes to a stop. Which is most responsible for causing the wagon to stop? 
 
 A gravity acting on the wagon 
 B friction acting on the wagon 
 C the mass of the wagon 
 D the mass of the child",science,,,,,,,,,,,,,,,
"A child rides a wagon down a hill. Eventually, the wagon comes to a stop. Which is most responsible for causing the wagon to stop?     (A) gravity acting on the wagon (B) friction acting on the wagon (C) the mass of the wagon (D) the mass of the child",science,,,,,,,,,,,,,,,
"What must occur before clouds can form? 
 
 A Water vapor must get warmer. 
 B Water vapor must lose heat energy. 
 C Precipitation must begin to fall and run off. 
 D Transpiration must add water vapor to the atmosphere.",science,,,,,,,,,,,,,,,
What must occur before clouds can form?     (A) Water vapor must get warmer. (B) Water vapor must lose heat energy. (C) Precipitation must begin to fall and run off. (D) Transpiration must add water vapor to the atmosphere.,science,,,,,,,,,,,,,,,
Which process allows green plants to control the amount of water stored in their leaves?     (A) photosynthesis (B) condensation (C) respiration (D) transpiration,science,,,,,,,,,,,,,,,
"One morning, Jane notices drops of water on the outside of a window. Later in the day, she notices that the drops have disappeared. What most likely caused the drops to disappear? (A) The water condensed on the plants around the house. (B) Energy from the sun caused the water to evaporate. (C) The water cooled enough to turn into water vapor. (D) Wind blowing on the window turned the water into vapor.",science,,,,,,,,,,,,,,,
"One morning, Jane notices drops of water on the outside of a window. Later in the day, she notices that the drops have disappeared. What most likely caused the drops to disappear?     (A) The water condensed on the plants around the house. (B) Energy from the sun caused the water to evaporate. (C) The water cooled enough to turn into water vapor. (D) Wind blowing on the window turned the water into vapor.",science,,,,,,,,,,,,,,,
"The weather forecast indicates that a warm front will be moving into the area in the next 24 hours. Which type of weather will most likely result? 
 
 A clear skies and cold temperatures 
 B clear skies and hot temperatures 
 C cloudy skies and rainy weather 
 D heavy snow and ice",science,,,,,,,,,,,,,,,
The weather forecast indicates that a warm front will be moving into the area in the next 24 hours. Which type of weather will most likely result?     (A) clear skies and cold temperatures (B) clear skies and hot temperatures (C) cloudy skies and rainy weather (D) heavy snow and ice,science,,,,,,,,,,,,,,,
"What is the cause of rising surface temperatures of the Pacific Ocean, drought in the western United States, and flooding on the Pacific coast of South America? 
 
 A the Gulf Stream 
 B the jet stream 
 C La Niña 
 D El Niño",science,,,,,,,,,,,,,,,
"What is the cause of rising surface temperatures of the Pacific Ocean, drought in the western United States, and flooding on the Pacific coast of South America?     (A) the Gulf Stream (B) the jet stream (C) La Niña (D) El Niño",science,,,,,,,,,,,,,,,
"Which is an example of a different substance being formed? 
 
 A glass breaking 
 B metal melting 
 C water freezing 
 D wood burning",science,,,,,,,,,,,,,,,
Which is an example of a different substance being formed?     (A) glass breaking (B) metal melting (C) water freezing (D) wood burning,science,,,,,,,,,,,,,,,
"What will most likely result when the jet stream moves south of North Carolina?     (A) North Carolina will experience tropical weather conditions. (B) North Carolina will experience hot, dry weather. (C) North Carolina will experience mild weather. (D) North Carolina will experience cold weather.",science,,,,,,,,,,,,,,,
A scientist is trying to decide whether an organism is unicellular or multicellular. Which information would help the scientist most to make her decision?     (A) size of the cells of the organism (B) what the organism eats (C) how many types of cells are in the organism (D) how fast the organism grows,science,,,,,,,,,,,,,,,
"A scientist is trying to decide whether an organism is unicellular or multicellular. Which information would help the scientist most to make her decision? 
 
 A size of the cells of the organism 
 B what the organism eats 
 C how many types of cells are in the organism 
 D how fast the organism grows",science,,,,,,,,,,,,,,,
Which body system processes foods into a useable source of energy? (A) circulatory (B) digestive (C) nervous (D) skeletal,science,,,,,,,,,,,,,,,
Which body system processes foods into a useable source of energy?     (A) circulatory (B) digestive (C) nervous (D) skeletal,science,,,,,,,,,,,,,,,
Which is an example of a decomposer?     (A) a hawk (B) a mouse (C) a flower (D) a mushroom,science,,,,,,,,,,,,,,,
"Which will most likely cause a decrease in predator populations? 
 
 A an increase in prey populations 
 B a decrease in prey populations 
 C a decrease in decomposers 
 D an increase in producers",science,,,,,,,,,,,,,,,
Which will most likely cause a decrease in predator populations?     (A) an increase in prey populations (B) a decrease in prey populations (C) a decrease in decomposers (D) an increase in producers,science,,,,,,,,,,,,,,,
"A simple food chain includes hawks, lizards, and insects. Which will most likely happen to the lizard and hawk populations if a pesticide is sprayed to kill the insects, and the lizard and hawk populations cannot find other food in this ecosystem?     (A) Both the lizard population and the hawk population will increase. (B) Both the lizard population and the hawk population will decrease. (C) The lizard population will increase, but the hawk population will decrease. (D) The lizard population will decrease, but the hawk population will increase.",science,,,,,,,,,,,,,,,
"A simple food chain includes hawks, lizards, and insects. Which will most likely happen to the lizard and hawk populations if a pesticide is sprayed to kill the insects, and the lizard and hawk populations cannot find other food in this ecosystem? 
 
 A Both the lizard population and the hawk population will increase. 
 B Both the lizard population and the hawk population will decrease. 
 C The lizard population will increase, but the hawk population will decrease. 
 D The lizard population will decrease, but the hawk population will increase.",science,,,,,,,,,,,,,,,
Why do dogs have most of the characteristics of their parents?     (A) They inherit them from their parents. (B) They live in the same habitats as their parents. (C) They learn them by observing their parents. (D) They eat the same foods as their parents.,science,,,,,,,,,,,,,,,
Which is a characteristic of a dog that is most likely a result of its environment?     (A) its color (B) its length of ears (C) its food preference (D) its ability to see in the dark,science,,,,,,,,,,,,,,,
